id,code,description,category
428,B081,MOLLUSCUM CONTAGIOSUM,1
429,B082,EXANTHEMA SUBITUM [SIXTH DISEASE],1
430,B083,ERYTHEMA INFECTIOSUM [FIFTH DISEASE],1
431,B084,ENTEROVIRAL VESICULAR STOMATITIS WITH EXANTHEM,1
432,B085,ENTEROVIRAL VESICULAR PHARYNGITIS,1
433,B088,OTHER SPECIFIED VIRAL INFECTIONS CHARACTERIZED BY SKIN AND MUCOUS MEMBRANE LESIONS,1
434,B09X,UNSPECIFIED VIRAL INFECTION CHARACTERIZED BY SKIN AND MUCOUS MEMBRANE LESIONS,1
435,B150,HEPATITIS A WITH HEPATIC COMA,1
436,B159,HEPATITIS A WITHOUT HEPATIC COMA,1
437,B160,ACUTE HEPATITIS B WITH DELTA-AGENT (COINFECTION) WITH HEPATIC COMA,1
438,B161,ACUTE HEPATITIS B WITH DELTA-AGENT (COINFECTION) WITHOUT HEPATIC COMA,1
439,B162,ACUTE HEPATITIS B WITHOUT DELTA-AGENT WITH HEPATIC COMA,1
440,B169,ACUTE HEPATITIS B WITHOUT DELTA-AGENT AND WITHOUT HEPATIC COMA,1
441,B170,ACUTE DELTA-(SUPER)INFECTION OF HEPATITIS B CARRIER,1
442,B171,ACUTE HEPATITIS C,1
443,B172,ACUTE HEPATITIS E,1
444,B178,OTHER SPECIFIED ACUTE VIRAL HEPATITIS,1
445,B180,CHRONIC VIRAL HEPATITIS B WITH DELTA-AGENT,1
446,B181,CHRONIC VIRAL HEPATITIS B WITHOUT DELTA-AGENT,1
447,B182,CHRONIC VIRAL HEPATITIS C,1
448,B188,OTHER CHRONIC VIRAL HEPATITIS,1
449,B189,"CHRONIC VIRAL HEPATITIS, UNSPECIFIED",1
450,B190,UNSPECIFIED VIRAL HEPATITIS HEPATIC WITH COMA,1
451,B199,UNSPECIFIED VIRAL HEPATITIS WITHOUT HEPATIC COMA,1
452,B200,HIV DISEASE RESULTING IN MYCOBACTERIAL INFECTION,1
453,B201,HIV DISEASE RESULTING IN OTHER BACTERIAL INFECTIONS,1
454,B202,HIV DISEASE RESULTING IN CYTOMEGALOVIRAL DISEASE,1
455,B203,HIV DISEASE RESULTING IN OTHER VIRAL INFECTIONS,1
456,B204,HIV DISEASE RESULTING IN CANDIDIASIS,1
457,B205,HIV DISEASE RESULTING IN OTHER MYCOSES,1
458,B206,HIV DISEASE RESULTING IN PNEUMOCYSTIS JIROVECII PNEUMONIA,1
459,B207,HIV DISEASE RESULTING IN MULTIPLE INFECTIONS,1
460,B208,HIV DISEASE RESULTING IN OTHER INFECTIOUS AND PARASITIC DISEASES,1
461,B209,HIV DISEASE RESULTING IN UNSPECIFIED INFECTIOUS OR PARASITIC DISEASE,1
462,B210,HIV DISEASE RESULTING IN KAPOSI'S SARCOMA,1
463,B211,HIV DISEASE RESULTING IN BURKITT'S LYMPHOMA,1
464,B212,HIV DISEASE RESULTING IN OTHER TYPES OF NON-HODGKIN'S LYMPHOMA,1
465,B213,"HIV DISEASE RESULTING IN OTHER MALIGNANT NEOPLASMS OF LYMPHOID, HAEMATOPOIETIC AND RELATED TISSUE",1
466,B217,HIV DISEASE RESULTING IN MULTIPLE MALIGNANT NEOPLASMS,1
467,B218,HIV DISEASE RESULTING IN OTHER MALIGNANT NEOPLASMS,1
468,B219,HIV DISEASE RESULTING IN UNSPECIFIED MALIGNANT NEOPLASM,1
469,B220,HIV DISEASE RESULTING IN ENCEPHALOPATHY,1
470,B221,HIV DISEASE RESULTING IN LYMPHOID INTERSTITIAL PNEUMONITIS,1
471,B222,HIV DISEASE RESULTING IN WASTING SYNDROME,1
472,B227,HIV DISEASE RESULTING IN MULTIPLE DISEASES CLASSIFIED ELSEWHERE,1
473,B230,ACUTE HIV INFECTION SYNDROME,1
474,B231,HIV DISEASE RESULTING IN (PERSISTENT) GENERALIZED LYMPHADENOPATHY,1
475,B232,"HIV DISEASE RESULTING IN HAEMATOLOGICAL AND IMMUNOLOGICAL ABNORMALITIES, NOT ELSEWHERE CLASSIFIED",1
476,B238,HIV DISEASE RESULTING IN OTHER SPECIFIED CONDITIONS,1
477,B24X,UNSPECIFIED HUMAN IMMUNODEFICIENCY VIRUS [HIV] DISEASE,1
478,B250,CYTOMEGALOVIRAL PNEUMONITIS,1
479,B251,CYTOMEGALOVIRAL HEPATITIS,1
480,B252,CYTOMEGALOVIRAL PANCREATITIS,1
481,B258,OTHER CYTOMEGALOVIRAL DISEASES,1
482,B259,"CYTOMEGALOVIRAL DISEASE, UNSPECIFIED",1
483,B260,MUMPS ORCHITIS,1
484,B261,MUMPS MENINGITIS,1
485,B262,MUMPS ENCEPHALITIS,1
486,B263,MUMPS PANCREATITIS,1
487,B268,MUMPS WITH OTHER COMPLICATIONS,1
488,B269,MUMPS WITHOUT COMPLICATION,1
489,B270,GAMMAHERPESVIRAL MONONUCLEOSIS,1
490,B271,CYTOMEGALOVIRAL MONONUCLEOSIS,1
491,B278,OTHER INFECTIOUS MONONUCLEOSIS,1
492,B279,"INFECTIOUS MONONUCLEOSIS, UNSPECIFIED",1
493,B300,KERATOCONJUNCTIVITIS DUE TO ADENOVIRUS,1
494,B301,CONJUNCTIVITIS DUE TO ADENOVIRUS,1
495,B302,VIRAL PHARYNGOCONJUNCTIVITIS,1
496,B303,ACUTE EPIDEMIC HAEMORRHAGIC CONJUNCTIVITIS (ENTEROVIRAL),1
497,B308,OTHER VIRAL CONJUNCTIVITIS,1
498,B309,"VIRAL CONJUNCTIVITIS, UNSPECIFIED",1
499,B330,EPIDEMIC MYALGIA,1
500,B331,ROSS RIVER DISEASE,1
501,B332,VIRAL CARDITIS,1
502,B333,"RETROVIRUS INFECTIONS, NOT ELSEWHERE CLASSIFIED",1
503,B334,HANTAVIRUS (CARDIO-)PULMONARY SYNDROME [HPS] [HCPS],1
504,B338,OTHER SPECIFIED VIRAL DISEASES,1
505,B340,"ADENOVIRUS INFECTION, UNSPECIFIED SITE",1
506,B341,"ENTEROVIRUS INFECTION, UNSPECIFIED SITE",1
507,B342,"CORONAVIRUS INFECTION, UNSPECIFIED SITE",1
508,B343,"PARVOVIRUS INFECTION, UNSPECIFIED SITE",1
509,B344,"PAPOVAVIRUS INFECTION, UNSPECIFIED SITE",1
510,B348,OTHER VIRAL INFECTIONS OF UNSPECIFIED SITE,1
511,B349,"VIRAL INFECTION, UNSPECIFIED",1
512,B350,TINEA BARBAE AND TINEA CAPITIS,1
513,B351,TINEA UNGUIUM,1
514,B352,TINEA MANUUM,1
515,B353,TINEA PEDIS,1
516,B354,TINEA CORPORIS,1
517,B355,TINEA IMBRICATA,1
518,B356,TINEA CRURIS,1
519,B358,OTHER DERMATOPHYTOSES,1
520,B359,"DERMATOPHYTOSIS, UNSPECIFIED",1
521,B360,PITYRIASIS VERSICOLOR,1
522,B361,TINEA NIGRA,1
523,B362,WHITE PIEDRA,1
524,B363,BLACK PIEDRA,1
525,B368,OTHER SPECIFIED SUPERFICIAL MYCOSES,1
526,B369,"SUPERFICIAL MYCOSIS, UNSPECIFIED",1
527,B370,CANDIDAL STOMATITIS,1
528,B371,PULMONARY CANDIDIASIS,1
529,B372,CANDIDIASIS OF SKIN AND NAIL,1
530,B373,CANDIDIASIS OF VULVA AND VAGINA,1
531,B374,CANDIDIASIS OF OTHER UROGENITAL SITES,1
532,B375,CANDIDAL MENINGITIS,1
533,B376,CANDIDAL ENDOCARDITIS,1
534,B377,CANDIDAL SEPTICAEMIA,1
535,B378,CANDIDIASIS OF OTHER SITES,1
536,B379,"CANDIDIASIS, UNSPECIFIED",1
537,B380,ACUTE PULMONARY COCCIDIOIDOMYCOSIS,1
538,B381,CHRONIC PULMONARY COCCIDIOIDOMYCOSIS,1
539,B382,"PULMONARY COCCIDIOIDOMYCOSIS, UNSPECIFIED",1
540,B383,CUTANEOUS COCCIDIOIDOMYCOSIS,1
541,B384,COCCIDIOIDOMYCOSIS MENINGITIS,1
542,B387,DISSEMINATED COCCIDIOIDOMYCOSIS,1
543,B388,OTHER FORMS OF COCCIDIOIDOMYCOSIS,1
544,B389,"COCCIDIOIDOMYCOSIS, UNSPECIFIED",1
545,B390,ACUTE PULMONARY HISTOPLASMOSIS CAPSULATI,1
546,B391,CHRONIC PULMONARY HISTOPLASMOSIS CAPSULATI,1
547,B392,"PULMONARY HISTOPLASMOSIS CAPSULATI, UNSPECIFIED",1
548,B393,DISSEMINATED HISTOPLASMOSIS CAPSULATI,1
549,B394,"HISTOPLASMOSIS CAPSULATI, UNSPECIFIED",1
550,B395,HISTOPLASMOSIS DUBOISII,1
551,B399,"HISTOPLASMOSIS, UNSPECIFIED",1
552,B400,ACUTE PULMONARY BLASTOMYCOSIS,1
553,B401,CHRONIC PULMONARY BLASTOMYCOSIS,1
554,B402,"PULMONARY BLASTOMYCOSIS, UNSPECIFIED",1
555,B403,CUTANEOUS BLASTOMYCOSIS,1
556,B407,DISSEMINATED BLASTOMYCOSIS,1
557,B408,OTHER FORMS OF BLASTOMYCOSIS,1
558,B409,"BLASTOMYCOSIS, UNSPECIFIED",1
559,B410,PULMONARY PARACOCCIDIOIDOMYCOSIS,1
560,B417,DISSEMINATED PARACOCCIDIOIDOMYCOSIS,1
561,B418,OTHER FORMS OF PARACOCCIDIOIDOMYCOSIS,1
562,B419,"PARACOCCIDIOIDOMYCOSIS, UNSPECIFIED",1
563,B420,PULMONARY SPOROTRICHOSIS,1
564,B421,LYMPHOCUTANEOUS SPOROTRICHOSIS,1
565,B427,DISSEMINATED SPOROTRICHOSIS,1
566,B428,OTHER FORMS OF SPOROTRICHOSIS,1
567,B429,"SPOROTRICHOSIS, UNSPECIFIED",1
568,B430,CUTANEOUS CHROMOMYCOSIS,1
569,B431,PHAEOMYCOTIC BRAIN ABSCESS,1
570,B432,SUBCUTANEOUS PHAEOMYCOTIC ABSCESS AND CYST,1
571,B438,OTHER FORMS OF CHROMOMYCOSIS,1
572,B439,"CHROMOMYCOSIS, UNSPECIFIED",1
573,B440,INVASIVE PULMONARY ASPERGILLOSIS,1
574,B441,OTHER PULMONARY ASPERGILLOSIS,1
575,B442,TONSILLAR ASPERGILLOSIS,1
576,B447,DISSEMINATED ASPERGILLOSIS,1
577,B448,OTHER FORMS OF ASPERGILLOSIS,1
578,B449,"ASPERGILLOSIS, UNSPECIFIED",1
579,B450,PULMONARY CRYPTOCOCCOSIS,1
580,B451,CEREBRAL CRYPTOCOCCOSIS,1
581,B452,CUTANEOUS CRYPTOCOCCOSIS,1
582,B453,OSSEOUS CRYPTOCOCCOSIS,1
583,B457,DISSEMINATED CRYPTOCOCCOSIS,1
584,B458,OTHER FORMS OF CRYPTOCOCCOSIS,1
585,B459,"CRYPTOCOCCOSIS, UNSPECIFIED",1
586,B460,PULMONARY MUCORMYCOSIS,1
587,B461,RHINOCEREBRAL MUCORMYCOSIS,1
588,B462,GASTROINTESTINAL MUCORMYCOSIS,1
589,B463,CUTANEOUS MUCORMYCOSIS,1
590,B464,DISSEMINATED MUCORMYCOSIS,1
591,B465,"MUCORMYCOSIS, UNSPECIFIED",1
592,B468,OTHER ZYGOMYCOSES,1
593,B469,"ZYGOMYCOSIS, UNSPECIFIED",1
594,B470,EUMYCETOMA,1
595,B471,ACTINOMYCETOMA,1
596,B479,"MYCETOMA, UNSPECIFIED",1
597,B480,LOBOMYCOSIS,1
598,B481,RHINOSPORIDIOSIS,1
599,B482,ALLESCHERIASIS,1
600,B483,GEOTRICHOSIS,1
601,B484,PENICILLOSIS,1
602,B487,OPPORTUNISTIC MYCOSES,1
603,B488,OTHER SPECIFIED MYCOSES,1
604,B49X,UNSPECIFIED MYCOSIS,1
605,B500,PLASMODIUM FALCIPARUM MALARIA WITH CEREBRAL COMPLICATIONS,1
606,B508,OTHER SEVERE AND COMPLICATED PLASMODIUM FALCIPARUM MALARIA,1
607,B509,"PLASMODIUM FALCIPARUM MALARIA, UNSPECIFIED",1
608,B510,PLASMODIUM VIVAX MALARIA WITH RUPTURE OF SPLEEN,1
609,B518,PLASMODIUM VIVAX MALARIA WITH OTHER COMPLICATIONS,1
610,B519,PLASMODIUM VIVAX MALARIA WITHOUT COMPLICATION,1
611,B520,PLASMODIUM MALARIAE MALARIA WITH NEPHROPATHY,1
612,B528,PLASMODIUM MALARIAE MALARIA WITH OTHER COMPLICATIONS,1
613,B529,PLASMODIUM MALARIAE MALARIA WITHOUT COMPLICATION,1
614,B530,PLASMODIUM OVALE MALARIA,1
615,B531,MALARIA DUE TO SIMIAN PLASMODIA,1
616,B538,"OTHER PARASITOLOGICALLY CONFIRMED MALARIA, NOT ELSEWHERE CLASSIFIED",1
617,B54X,UNSPECIFIED MALARIA,1
618,B550,VISCERAL LEISHMANIASIS,1
619,B551,CUTANEOUS LEISHMANIASIS,1
620,B552,MUCOCUTANEOUS LEISHMANIASIS,1
621,B559,"LEISHMANIASIS, UNSPECIFIED",1
622,B560,GAMBIENSE TRYPANOSOMIASIS,1
623,B561,RHODESIENSE TRYPANOSOMIASIS,1
624,B569,"AFRICAN TRYPANOSOMIASIS, UNSPECIFIED",1
625,B570,ACUTE CHAGAS' DISEASE WITH HEART INVOLVEMENT,1
626,B571,ACUTE CHAGAS' DISEASE WITHOUT HEART INVOLVEMENT,1
627,B572,CHAGAS' DISEASE (CHRONIC) WITH HEART INVOLVEMENT,1
628,B573,CHAGAS' DISEASE (CHRONIC) WITH DIGESTIVE SYSTEM INVOLVEMENT,1
629,B574,CHAGAS' DISEASE (CHRONIC) WITH NERVOUS SYSTEM INVOLVEMENT,1
630,B575,CHAGAS' DISEASE (CHRONIC) WITH OTHER ORGAN INVOLVEMENT,1
631,B580,TOXOPLASMA OCULOPATHY,1
632,B581,TOXOPLASMA HEPATITIS,1
633,B582,TOXOPLASMA MENINGOENCEPHALITIS,1
634,B583,PULMONARY TOXOPLASMOSIS,1
635,B588,TOXOPLASMOSIS WITH OTHER ORGAN INVOLVEMENT,1
636,B589,"TOXOPLASMOSIS, UNSPECIFIED",1
637,B59X,PNEUMOCYSTOSIS,1
638,B600,BABESIOSIS,1
639,B601,ACANTHAMOEBIASIS,1
640,B602,NAEGLERIASIS,1
641,B608,OTHER SPECIFIED PROTOZOAL DISEASES,1
642,B64X,UNSPECIFIED PROTOZOAL DISEASE,1
643,B650,SCHISTOSOMIASIS DUE TO SCHISTOSOMA HAEMATOBIUM [URINARY SCHISTOSOMIASIS],1
644,B651,SCHISTOSOMIASIS DUE TO SCHISTOSOMA MANSONI [INTESTINAL SCHISTOSOMIASIS],1
645,B652,SCHISTOSOMIASIS DUE TO SCHISTOSOMA JAPONICUM,1
646,B653,CERCARIAL DERMATITIS,1
647,B658,OTHER SCHISTOSOMIASES,1
648,B659,"SCHISTOSOMIASIS, UNSPECIFIED",1
649,B660,OPISTHORCHIASIS,1
650,B661,CLONORCHIASIS,1
651,B662,DICROCOELIASIS,1
652,B663,FASCIOLIASIS,1
653,B664,PARAGONIMIASIS,1
654,B665,FASCIOLOPSIASIS,1
655,B668,OTHER SPECIFIED FLUKE INFECTIONS,1
656,B669,"FLUKE INFECTION, UNSPECIFIED",1
657,B670,ECHINOCOCCUS GRANULOSUS INFECTION OF LIVER,1
658,B671,ECHINOCOCCUS GRANULOSUS INFECTION OF LUNG,1
659,B672,ECHINOCOCCUS GRANULOSUS INFECTION OF BONE,1
660,B673,"ECHINOCOCCUS GRANULOSUS INFECTION, OTHER AND MULTIPLE SITES",1
661,B674,"ECHINOCOCCUS GRANULOSUS INFECTION, UNSPECIFIED",1
662,B675,ECHINOCOCCUS MULTILOCULARIS INFECTION OF LIVER,1
663,B676,"ECHINOCOCCUS MULTILOCULARIS INFECTION, OTHER AND MULTIPLE SITES",1
664,B677,"ECHINOCOCCUS MULTILOCULARIS INFECTION, UNSPECIFIED",1
665,B678,"ECHINOCOCCOSIS, UNSPECIFIED, OF LIVER",1
666,B679,"ECHINOCOCCOSIS, OTHER AND UNSPECIFIED",1
667,B680,TAENIA SOLIUM TAENIASIS,1
668,B681,TAENIA SAGINATA TAENIASIS,1
669,B689,"TAENIASIS, UNSPECIFIED",1
670,B690,CYSTICERCOSIS OF CENTRAL NERVOUS SYSTEM,1
671,B691,CYSTICERCOSIS OF EYE,1
672,B698,CYSTICERCOSIS OF OTHER SITES,1
673,B699,"CYSTICERCOSIS, UNSPECIFIED",1
674,B700,DIPHYLLOBOTHRIASIS,1
675,B701,SPARGANOSIS,1
676,B710,HYMENOLEPIASIS,1
677,B711,DIPYLIDIASIS,1
678,B718,OTHER SPECIFIED CESTODE INFECTIONS,1
679,B719,"CESTODE INFECTION, UNSPECIFIED",1
680,B72X,DRACUNCULIASIS,1
681,B73X,ONCHOCERCIASIS,1
682,B740,FILARIASIS DUE TO WUCHERERIA BANCROFTI,1
683,B741,FILARIASIS DUE TO BRUGIA MALAYI,1
684,B742,FILARIASIS DUE TO BRUGIA TIMORI,1
685,B743,LOIASIS,1
686,B744,MANSONELLIASIS,1
687,B748,OTHER FILARIASES,1
688,B749,"FILARIASIS, UNSPECIFIED",1
689,B75X,TRICHINELLOSIS,1
690,B760,ANCYLOSTOMIASIS,1
691,B761,NECATORIASIS,1
692,B768,OTHER HOOKWORM DISEASES,1
693,B769,"HOOKWORM DISEASE, UNSPECIFIED",1
694,B770,ASCARIASIS WITH INTESTINAL COMPLICATIONS,1
695,B778,ASCARIASIS WITH OTHER COMPLICATIONS,1
696,B779,"ASCARIASIS, UNSPECIFIED",1
697,B780,INTESTINAL STRONGYLOIDIASIS,1
698,B781,CUTANEOUS STRONGYLOIDIASIS,1
699,B787,DISSEMINATED STRONGYLOIDIASIS,1
700,B789,"STRONGYLOIDIASIS, UNSPECIFIED",1
701,B79X,TRICHURIASIS,1
702,B80X,ENTEROBIASIS,1
703,B810,ANISAKIASIS,1
704,B811,INTESTINAL CAPILLARIASIS,1
705,B812,TRICHOSTRONGYLIASIS,1
706,B813,INTESTINAL ANGIOSTRONGYLIASIS,1
707,B814,MIXED INTESTINAL HELMINTHIASES,1
708,B818,OTHER SPECIFIED INTESTINAL HELMINTHIASES,1
709,B820,"INTESTINAL HELMINTHIASIS, UNSPECIFIED",1
710,B829,"INTESTINAL PARASITISM, UNSPECIFIED",1
711,B830,VISCERAL LARVA MIGRANS,1
712,B831,GNATHOSTOMIASIS,1
713,B832,ANGIOSTRONGYLIASIS DUE TO PARASTRONGYLUS CANTONENSIS,1
714,B833,SYNGAMIASIS,1
715,B834,INTERNAL HIRUDINIASIS,1
716,B838,OTHER SPECIFIED HELMINTHIASES,1
717,B839,"HELMINTHIASIS, UNSPECIFIED",1
718,B850,PEDICULOSIS DUE TO PEDICULUS HUMANUS CAPITIS,1
719,B851,PEDICULOSIS DUE TO PEDICULUS HUMANUS CORPORIS,1
720,B852,"PEDICULOSIS, UNSPECIFIED",1
721,B853,PHTHIRIASIS,1
722,B854,MIXED PEDICULOSIS AND PHTHIRIASIS,1
723,B86X,SCABIES,1
724,B870,CUTANEOUS MYIASIS,1
725,B871,WOUND MYIASIS,1
726,B872,OCULAR MYIASIS,1
727,B873,NASOPHARYNGEAL MYIASIS,1
728,B874,AURAL MYIASIS,1
729,B878,MYIASIS OF OTHER SITES,1
730,B879,"MYIASIS, UNSPECIFIED",1
731,B880,OTHER ACARIASIS,1
732,B881,TUNGIASIS [SANDFLEA INFESTATION],1
733,B882,OTHER ARTHROPOD INFESTATIONS,1
734,B883,EXTERNAL HIRUDINIASIS,1
735,B888,OTHER SPECIFIED INFESTATIONS,1
736,B889,"INFESTATION, UNSPECIFIED",1
737,B89X,UNSPECIFIED PARASITIC DISEASE,1
738,B900,SEQUELAE OF CENTRAL NERVOUS SYSTEM TUBERCULOSIS,1
739,B901,SEQUELAE OF GENITOURINARY TUBERCULOSIS,1
740,B902,SEQUELAE OF TUBERCULOSIS OF BONES AND JOINTS,1
741,B908,SEQUELAE OF TUBERCULOSIS OF OTHER ORGANS,1
742,B909,SEQUELAE OF RESPIRATORY AND UNSPECIFIED TUBERCULOSIS,1
743,B91X,SEQUELAE OF POLIOMYELITIS,1
744,B92X,SEQUELAE OF LEPROSY,1
745,B940,SEQUELAE OF TRACHOMA,1
746,B941,SEQUELAE OF VIRAL ENCEPHALITIS,1
747,B942,SEQUELAE OF VIRAL HEPATITIS,1
748,B948,SEQUELAE OF OTHER SPECIFIED INFECTIOUS AND PARASITIC DISEASES,1
749,B949,SEQUELAE OF UNSPECIFIED INFECTIOUS OR PARASITIC DISEASE,1
750,B950,"STREPTOCOCCUS, GROUP A, AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS",1
751,B951,"STREPTOCOCCUS, GROUP B, AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS",1
752,B952,"STREPTOCOCCUS, GROUP D, AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS",1
753,B953,STREPTOCOCCUS PNEUMONIAE AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
754,B954,OTHER STREPTOCOCCUS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
755,B955,UNSPECIFIED STREPTOCOCCUS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
756,B956,STAPHYLOCOCCUS AUREUS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
757,B957,OTHER STAPHYLOCOCCUS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
758,B958,UNSPECIFIED STAPHYLOCOCCUS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
759,B960,MYCOPLASMA PNEUMONIAE [M. PNEUMONIAE] AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
760,B961,KLEBSIELLA PNEUMONIAE [K. PNEUMONIAE] AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
761,B962,ESCHERICHIA COLI [E. COLI] AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
762,B963,HAEMOPHILUS INFLUENZAE [H. INFLUENZAE] AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
763,B964,PROTEUS (MIRABILIS)(MORGANII) AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
764,B965,PSEUDOMONAS (AERUGINOSA)(MALLEI)(PSEUDOMALLEI) AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
765,B966,BACILLUS FRAGILIS [B. FRAGILIS] AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
766,B967,CLOSTRIDIUM PERFRINGENS [C. PERFRINGENS] AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
767,B968,OTHER SPECIFIED BACTERIAL AGENTS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
768,B970,ADENOVIRUS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
769,B971,ENTEROVIRUS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
770,B972,CORONAVIRUS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
771,B973,RETROVIRUS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
772,B974,RESPIRATORY SYNCYTIAL VIRUS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
773,B975,REOVIRUS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
774,B976,PARVOVIRUS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
775,B977,PAPILLOMAVIRUS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
776,B978,OTHER VIRAL AGENTS AS THE CAUSE OF DISEASES CLASSIFIED TO OTHER CHAPTERS,1
777,B99X,OTHER AND UNSPECIFIED INFECTIOUS DISEASES,1
778,C000,MALIGNANT NEOPLASM: EXTERNAL UPPER LIP,2
779,C001,MALIGNANT NEOPLASM: EXTERNAL LOWER LIP,2
780,C002,"MALIGNANT NEOPLASM: EXTERNAL LIP, UNSPECIFIED",2
781,C003,"MALIGNANT NEOPLASM: UPPER LIP, INNER ASPECT",2
782,C004,"MALIGNANT NEOPLASM: LOWER LIP, INNER ASPECT",2
783,C005,"MALIGNANT NEOPLASM: LIP, UNSPECIFIED, INNER ASPECT",2
784,C006,MALIGNANT NEOPLASM: COMMISSURE OF LIP,2
785,C008,MALIGNANT NEOPLASM: OVERLAPPING LESION OF LIP,2
786,C009,"MALIGNANT NEOPLASM: LIP, UNSPECIFIED",2
787,C01X,MALIGNANT NEOPLASM OF BASE OF TONGUE,2
788,C020,MALIGNANT NEOPLASM: DORSAL SURFACE OF TONGUE,2
789,C021,MALIGNANT NEOPLASM: BORDER OF TONGUE,2
790,C022,MALIGNANT NEOPLASM: VENTRAL SURFACE OF TONGUE,2
791,C023,"MALIGNANT NEOPLASM: ANTERIOR TWO-THIRDS OF TONGUE, PART UNSPECIFIED",2
792,C024,MALIGNANT NEOPLASM: LINGUAL TONSIL,2
793,C028,MALIGNANT NEOPLASM: OVERLAPPING LESION OF TONGUE,2
794,C029,"MALIGNANT NEOPLASM: TONGUE, UNSPECIFIED",2
795,C030,MALIGNANT NEOPLASM: UPPER GUM,2
796,C031,MALIGNANT NEOPLASM: LOWER GUM,2
797,C039,"MALIGNANT NEOPLASM: GUM, UNSPECIFIED",2
798,C040,MALIGNANT NEOPLASM: ANTERIOR FLOOR OF MOUTH,2
799,C041,MALIGNANT NEOPLASM: LATERAL FLOOR OF MOUTH,2
800,C048,MALIGNANT NEOPLASM: OVERLAPPING LESION OF FLOOR OF MOUTH,2
801,C049,"MALIGNANT NEOPLASM: FLOOR OF MOUTH, UNSPECIFIED",2
802,C050,MALIGNANT NEOPLASM: HARD PALATE,2
803,C051,MALIGNANT NEOPLASM: SOFT PALATE,2
804,C052,MALIGNANT NEOPLASM: UVULA,2
805,C058,MALIGNANT NEOPLASM: OVERLAPPING LESION OF PALATE,2
806,C059,"MALIGNANT NEOPLASM: PALATE, UNSPECIFIED",2
807,C060,MALIGNANT NEOPLASM: CHEEK MUCOSA,2
808,C061,MALIGNANT NEOPLASM: VESTIBULE OF MOUTH,2
809,C062,MALIGNANT NEOPLASM: RETROMOLAR AREA,2
810,C068,MALIGNANT NEOPLASM: OVERLAPPING LESION OF OTHER AND UNSPECIFIED PARTS OF MOUTH,2
811,C069,"MALIGNANT NEOPLASM: MOUTH, UNSPECIFIED",2
812,C07X,MALIGNANT NEOPLASM OF PAROTID GLAND,2
813,C080,MALIGNANT NEOPLASM: SUBMANDIBULAR GLAND,2
814,C081,MALIGNANT NEOPLASM: SUBLINGUAL GLAND,2
815,C088,MALIGNANT NEOPLASM: OVERLAPPING LESION OF MAJOR SALIVARY GLANDS,2
816,C089,"MALIGNANT NEOPLASM: MAJOR SALIVARY GLAND, UNSPECIFIED",2
817,C090,MALIGNANT NEOPLASM: TONSILLAR FOSSA,2
818,C091,MALIGNANT NEOPLASM: TONSILLAR PILLAR (ANTERIOR)(POSTERIOR),2
819,C098,MALIGNANT NEOPLASM: OVERLAPPING LESION OF TONSIL,2
820,C099,"MALIGNANT NEOPLASM: TONSIL, UNSPECIFIED",2
821,C100,MALIGNANT NEOPLASM: VALLECULA,2
822,C101,MALIGNANT NEOPLASM: ANTERIOR SURFACE OF EPIGLOTTIS,2
823,C102,MALIGNANT NEOPLASM: LATERAL WALL OF OROPHARYNX,2
824,C103,MALIGNANT NEOPLASM: POSTERIOR WALL OF OROPHARYNX,2
825,C104,MALIGNANT NEOPLASM: BRANCHIAL CLEFT,2
